Id,Name,AllIngredients,Verbs,Steps,Ingredient
481724,chickpea cakes with tomato jam,"chickpeas, green onion, garlic cloves, rosemary, salt, lemon, zest of, lemon, juice of, egg, all-purpose flour, dry breadcrumbs, toasted sesame seeds, oil, sea salt, tomatoes, white onion, fresh lemon juice, fresh basil leaf, honey, cayenne pepper, fresh ground black pepper",combine,1,"[' chickpeas, chickpea flour,chickpeas, red food coloring, yellow food coloring, green food coloring, orange food coloring']"
481724,chickpea cakes with tomato jam,"chickpeas, green onion, garlic cloves, rosemary, salt, lemon, zest of, lemon, juice of, egg, all-purpose flour, dry breadcrumbs, toasted sesame seeds, oil, sea salt, tomatoes, white onion, fresh lemon juice, fresh basil leaf, honey, cayenne pepper, fresh ground black pepper",combine,11,"[' tomato sauce, tomatoes, crushed tomatoes, tomato paste, crushed tomatoes in puree, roma tomatoes, whole tomatoes, cherry tomatoes, chopped tomato, diced tomatoes, diced tomatoes with juice, chopped tomatoes, tomato puree, diced tomato,tomatoes, grape tomatoes, sun-dried tomatoes, plum tomatoes, roma tomato, tomato juice, canned tomatoes,tomato puree, tomato ketchup,tomato paste, italian-style diced tomatoes, fresh tomato, fresh tomatoes, canned stewed tomatoes, italian-style tomatoes, whole canned tomatoes, sun-dried tomato, stewed tomatoes, tomatoes with juice, rotel tomatoes, del monte zesty jalapeno pepper diced tomato,roma tomatoes, diced tomatoes with basil and garlic, sun-dried tomato packed in oil, ro-tel tomatoes, jamaican jerk spice, strawberry jam, apricot jam, pineapple-mango jam, yellow onion, onion,onion, onion flakes, red onion, dehydrated onion, onion powder, sweet onions, red onions, diced onion, brown onions, onions,yellow onions, sweet onion, yellow onions, green onions, white onions, green onion, white onion,yellow onion, granulated onion, spanish onion, yellow sweet onion, spring onions, dried onion,onions, dried onion flakes, white pearl onions, diced onions, ""frenchs french fried onions"", spring onion, onion rings, frozen pearl onions, onion salt, onion paste, french-fried onions, green onion top, lemon zest, lemon juice, lemon peel, lemon, fresh lemon juice, lemon wedges, lemons, fresh lemon zest,lemons, lemongrass, lemon thyme, lemon twist, fresh lemongrass,lemon juice, lemon pepper seasoning, lemon extract, lemon rind, candied lemon peel, lemon wedge, preserved lemon, juice of, orange juice, lime juice, apple juice, fresh orange juice, fresh lime juice, unsweetened pineapple juice, mango juice, pineapple juice, pineapple chunks in juice, clamato juice, juice and zest of, spicy vegetable juice, juice, clam juice, tamarind juice, mangoes in juice, ginger juice, cherry juice, pineapple juice concentrate, basil, dried basil, dried basil leaves, fresh basil, basil leaves, fresh basil leaves, thai basil, ground basil, dried sweet basil leaves, fresh basil leaf, honey, date honey,honey, salt, salt and pepper, unsalted butter,salt, salt & freshly ground black pepper,unsalted butter, kosher salt, coarse salt, seasoning salt, sea salt, salted peanuts, salt & pepper,kosher salt, garlic salt, celery salt, kosher salt & freshly ground black pepper, coarse sea salt, no-salt-added corn, salt and black pepper,sea salt,coarse salt, salted butter, saltine crackers, unsalted cashews']"
481724,chickpea cakes with tomato jam,"chickpeas, green onion, garlic cloves, rosemary, salt, lemon, zest of, lemon, juice of, egg, all-purpose flour, dry breadcrumbs, toasted sesame seeds, oil, sea salt, tomatoes, white onion, fresh lemon juice, fresh basil leaf, honey, cayenne pepper, fresh ground black pepper",have,1,"[' chickpeas, chickpea flour,chickpeas, red food coloring, yellow food coloring, green food coloring, orange food coloring']"
481724,chickpea cakes with tomato jam,"chickpeas, green onion, garlic cloves, rosemary, salt, lemon, zest of, lemon, juice of, egg, all-purpose flour, dry breadcrumbs, toasted sesame seeds, oil, sea salt, tomatoes, white onion, fresh lemon juice, fresh basil leaf, honey, cayenne pepper, fresh ground black pepper",stop,1,"[' chickpeas, chickpea flour,chickpeas, red food coloring, yellow food coloring, green food coloring, orange food coloring']"
481724,chickpea cakes with tomato jam,"chickpeas, green onion, garlic cloves, rosemary, salt, lemon, zest of, lemon, juice of, egg, all-purpose flour, dry breadcrumbs, toasted sesame seeds, oil, sea salt, tomatoes, white onion, fresh lemon juice, fresh basil leaf, honey, cayenne pepper, fresh ground black pepper",is,1,"[' chickpeas, chickpea flour,chickpeas, red food coloring, yellow food coloring, green food coloring, orange food coloring']"
481724,chickpea cakes with tomato jam,"chickpeas, green onion, garlic cloves, rosemary, salt, lemon, zest of, lemon, juice of, egg, all-purpose flour, dry breadcrumbs, toasted sesame seeds, oil, sea salt, tomatoes, white onion, fresh lemon juice, fresh basil leaf, honey, cayenne pepper, fresh ground black pepper",keep,2,{}
481724,chickpea cakes with tomato jam,"chickpeas, green onion, garlic cloves, rosemary, salt, lemon, zest of, lemon, juice of, egg, all-purpose flour, dry breadcrumbs, toasted sesame seeds, oil, sea salt, tomatoes, white onion, fresh lemon juice, fresh basil leaf, honey, cayenne pepper, fresh ground black pepper",keep,14,"[' buckwheat flour, whole wheat flour,whole wheat flour, wheat germ,buckwheat flour, bulgur wheat, whole wheat bread crumbs, whole wheat hamburger buns, wheat, whole wheat pasta, whole wheat angel hair pasta, tomatoes, crushed tomatoes, crushed tomatoes in puree, roma tomatoes, whole tomatoes, cherry tomatoes, diced tomatoes, diced tomatoes with juice, chopped tomatoes,tomatoes, grape tomatoes, sun-dried tomatoes, plum tomatoes, canned tomatoes, italian-style diced tomatoes, fresh tomatoes, canned stewed tomatoes, italian-style tomatoes, whole canned tomatoes, stewed tomatoes, tomatoes with juice, rotel tomatoes,roma tomatoes, diced tomatoes with basil and garlic, ro-tel tomatoes']"
481724,chickpea cakes with tomato jam,"chickpeas, green onion, garlic cloves, rosemary, salt, lemon, zest of, lemon, juice of, egg, all-purpose flour, dry breadcrumbs, toasted sesame seeds, oil, sea salt, tomatoes, white onion, fresh lemon juice, fresh basil leaf, honey, cayenne pepper, fresh ground black pepper",be,3,[' meatballs']
481724,chickpea cakes with tomato jam,"chickpeas, green onion, garlic cloves, rosemary, salt, lemon, zest of, lemon, juice of, egg, all-purpose flour, dry breadcrumbs, toasted sesame seeds, oil, sea salt, tomatoes, white onion, fresh lemon juice, fresh basil leaf, honey, cayenne pepper, fresh ground black pepper",form,3,[' meatballs']
481724,chickpea cakes with tomato jam,"chickpeas, green onion, garlic cloves, rosemary, salt, lemon, zest of, lemon, juice of, egg, all-purpose flour, dry breadcrumbs, toasted sesame seeds, oil, sea salt, tomatoes, white onion, fresh lemon juice, fresh basil leaf, honey, cayenne pepper, fresh ground black pepper",holds,3,[' meatballs']
